Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2010,Howard  County Public Schools,Hannah Moore School,21136-3055,401647,,
2010,Howard  County Public Schools,"Ward, Sharon A(EFT Only)",20763,385295,,
2010,Howard  County Public Schools,Asbestos Specialist,21075,373505,,
2010,Howard  County Public Schools,Board of Child Care,21244,366715,,
2010,Howard  County Public Schools,Sungard Public Sector,95973,353482,,
2010,Howard  County Public Schools,North County Bus Company(EFT),21060,349024,,
2010,Howard  County Public Schools,Bell Industries,23236,336992,,
2010,Howard  County Public Schools,"Brewer, Brenda(EFT)",20724,333796,,
2010,Howard  County Public Schools,Family Advocacy Service,21228,332618,,
2010,Howard  County Public Schools,University of Maryland/Baltimore Co,21250,330431,,
2010,Howard  County Public Schools,Standard Insurance,97204,327795,,
2010,Howard  County Public Schools,Bob Porter Company,21797,327381,,
2010,Howard  County Public Schools,EBS Healthcare,19331,325409,,
2010,Howard  County Public Schools,Rosin & Co,20781-2438,89599,,
2010,Howard  County Public Schools,Presidio Networked Solutions,20770,325048,,
2010,Howard  County Public Schools,BGE(EFT ONLY),19101-3070,318754,,
2010,Howard  County Public Schools,Chimes,21215,302477,,
2010,Howard  County Public Schools,American Family Life Assurance Co,31999,301170,,
2010,Howard  County Public Schools,"Doreste, Emilio (EFT)",21201,294535,,
2010,Howard  County Public Schools,Graybar Electric,21205,290960,,
2010,Howard  County Public Schools,Greenwood Publishing Group,03802-6926,290929,,
2010,Howard  County Public Schools,Houghton Mifflin Harcourt,32887,287861,,
2010,Howard  County Public Schools,TJ Distributors,21050-2560,287745,,
2010,Howard  County Public Schools,Leonard Paper,21205,284508,,
2010,Howard  County Public Schools,SDS Bus Service,21797,284110,,
2010,Howard  County Public Schools,Gale Associates,21204,277986,,
2010,Howard  County Public Schools,VFIII-MCDOB,22102,272838,,
2010,Howard  County Public Schools,BGE Coordination & Support,21298-8741,269540,,
2010,Howard  County Public Schools,"Daniels, Walter(EFT ONLY)",21144-1086,264572,,
2010,Howard  County Public Schools,VSC Fire & Security,23005,263801,,
2010,Howard  County Public Schools,St Elizabeth School,21218,263654,,
2010,Howard  County Public Schools,Dents Bus Service(EFT),207231276,263480,,
2010,Howard  County Public Schools,Phillips Programs,22003,263364,,
2010,Howard  County Public Schools,SURVEILLANCE SYSTEMS INTEGRATION,95678,263089,,
2010,Howard  County Public Schools,City Group Inc,20794,260844,,
2010,Howard  County Public Schools,"Coles, Charles M(EFT)",21797,256990,,
2010,Howard  County Public Schools,JNA Painting & Contracting Co,21224,247859,,
2010,Howard  County Public Schools,Colimore Thoemke Architects Inc,21230,242918,,
2010,Howard  County Public Schools,Johns Hopkins University,21218,242707,,
2010,Howard  County Public Schools,"Laaboudi, Mohammed(EFT)",21044,241320,,
2010,Howard  County Public Schools,Viennas Transportation(EFT),21227,235722,,
2010,Howard  County Public Schools,Magothy Technology,21122,234345,,
2010,Howard  County Public Schools,CitiRoof,21046,233208,,
2010,Howard  County Public Schools,Md Child Support Account,212971396,230408,,
2010,Howard  County Public Schools,SIMPSON GUMPERTZ & HEGER INC,20850,229955,,
2010,Howard  County Public Schools,Music & Arts Centers,21703,226898,,
2010,Howard  County Public Schools,Meridian Imaging Solutions,22312,223438,,
2010,Howard  County Public Schools,Vision Service Plan,94160-3785,222166,,
2010,Howard  County Public Schools,R K Owings,21057,218691,,
2010,Howard  County Public Schools,The Library Store LTD,20895,214426,,
2010,Howard  County Public Schools,Porters Supply Co,21223,212550,,
2010,Howard  County Public Schools,Gipe Associates,21286,211720,,
2010,Howard  County Public Schools,Perma-Bound Books/Hertzberg-New,62650-3599,209001,,
2010,Howard  County Public Schools,Md Unemployment Ins Fund,21203-0084,206742,,
2010,Howard  County Public Schools,Boland Trane Services,20878,204972,,
2010,Howard  County Public Schools,Skyline Network Engineering,21061,202800,,
2010,Howard  County Public Schools,Schmidt Baking Co,21075,201882,,
2010,Howard  County Public Schools,Morgado's Contractors,20860,197228,,
2010,Howard  County Public Schools,Towson University,21252,190425,,
2010,Howard  County Public Schools,"Labib, Sameh R(EFT)",21090,189948,,
2010,Howard  County Public Schools,P Flanigan & Sons,21218,189551,,
2010,Howard  County Public Schools,Royalle Dining Services,207540632,186258,,
2010,Howard  County Public Schools,Partition Plus,21047,183617,,
2010,Howard  County Public Schools,Community Services for Autistic,20886,182484,,
2010,Howard  County Public Schools,Quick Servant Co,21075,181630,,
2010,Howard  County Public Schools,Ross Contracting,21771,181191,,
2010,Howard  County Public Schools,M & E Sales,21076,180113,,
2010,Howard  County Public Schools,Coordinating Center,21108,180025,,
2010,Howard  County Public Schools,Pitney Bowes Bank,84106,173468,,
2010,Howard  County Public Schools,G L Cornell,20898-7995,172501,,
2010,Howard  County Public Schools,Office Depot,45263-3211,169766,,
2010,Howard  County Public Schools,Bayer Bus Service,21048,166065,,
2010,Howard  County Public Schools,Md SportsCare Rehab,21157,161600,,
2010,Howard  County Public Schools,C & L Wilkerson(EFT only),21797,160435,,
2010,Howard  County Public Schools,B.W.A. Transportation(EFT),21723,157868,,
2010,Howard  County Public Schools,SF & C Insurance Associates(EFT),21204,154826,,
2010,Howard  County Public Schools,O'Brien Bus Service(EFT),20704,154381,,
2010,Howard  County Public Schools,Woodlawn Motor Coach,21244,153864,,
2010,Howard  County Public Schools,Johnson Controls,53201,150517,,
2010,Howard  County Public Schools,"Clark, Rebecca A (EFT)",21104,150106,,
2010,Howard  County Public Schools,Staples Business Advantage,02241-5256,148310,,
2010,Howard  County Public Schools,Care Resources,21286,148098,,
2010,Howard  County Public Schools,Follett Library Resources,60050,144812,,
2010,Howard  County Public Schools,R I C A-Baltimore,21229,143310,,
2010,Howard  County Public Schools,Library Corp,25428-9733,141595,,
2010,Howard  County Public Schools,M T Laney Co,21784,140137,,
2010,Howard  County Public Schools,Utilities Unlimited,21784,139797,,
2010,Howard  County Public Schools,Security Equipment,21227,138236,,
2010,Howard  County Public Schools,Discovery Education,20910-3354,137429,,
2010,Howard  County Public Schools,Benelogic LLC,21093,134811,,
2010,Howard  County Public Schools,Carpet Fair,21244,133001,,
2010,Howard  County Public Schools,A & R Transportation(EFT),20707,132538,,
2010,Howard  County Public Schools,Scantron,92705,131984,,
2010,Howard  County Public Schools,Air Filter Maintenance,21224,130314,,
2010,Howard  County Public Schools,Warthen Fuel,21227,129971,,
2010,Howard  County Public Schools,American Tennis Courts Inc,21222,129829,,
2010,Howard  County Public Schools,"Souder, Bruce D(EFT)",20723,129159,,
2010,Howard  County Public Schools,SHI,8854,128390,,
2010,Howard  County Public Schools,Newsome Seed,20759,126266,,
2010,Howard  County Public Schools,"Miles, Susan Diane (EFT ONLY)",20723-1212,125284,,
2010,Howard  County Public Schools,Acme Paper & Supply,20763-0422,124647,,
2010,Howard  County Public Schools,Weyer's Floor Service,21113,124205,,
2010,Howard  County Public Schools,Gale Group,48331-3535,122917,,
2010,Howard  County Public Schools,Calico Industries,20701,121372,,
2010,Howard  County Public Schools,T & R Transportation(EFT only),21227,118516,,
2010,Howard  County Public Schools,SPHS-Jefferson School,21263-0513,116850,,
2010,Howard  County Public Schools,Soliant Health,30368-4640,115395,,
2010,Howard  County Public Schools,Tito Contractors,20012,115300,,
2010,Howard  County Public Schools,School Specialty,44901-8105,113692,,
2010,Howard  County Public Schools,Schindler Elevator,21227,113123,,
2010,Howard  County Public Schools,Key Government Finance,80027,111940,,
2010,Howard  County Public Schools,IBM,21202,110310,,
2010,Howard  County Public Schools,Eagle Rivet Roof Service,6002,105350,,
2010,Howard  County Public Schools,B & H Photo & Electronics,100012404,105104,,
2010,Howard  County Public Schools,State of Md Worker's Compensation,21202-1641,104109,,
2010,Howard  County Public Schools,C R B Enterprise(EFT),21771,103478,,
2010,Howard  County Public Schools,Alarmax Distributors,15220,102507,,
2010,Howard  County Public Schools,Total Kitchen Care LLC,21032,102095,,
2010,Howard  County Public Schools,Colossal Contractors,20866,99672,,
2010,Howard  County Public Schools,Progressus Therapy,21231,98572,,
2010,Howard  County Public Schools,Penza Bailey Architects,21212,98567,,
2010,Howard  County Public Schools,Hartford Computer Group,21044,97931,,
2010,Howard  County Public Schools,Clifton Gunderson,21093,97700,,
2010,Howard  County Public Schools,Good Shepherd Center,21227,95967,,
2010,Howard  County Public Schools,Premier Agendas,68026,95872,,
2010,Howard  County Public Schools,Student Transportation(EFT only),217239600,93467,,
2010,Howard  County Public Schools,College Board,19004,92989,,
2010,Howard  County Public Schools,Scholastic Inc,6816,90587,,
2010,Howard  County Public Schools,Fisher Collins & Carter,21042,90033,,
2010,Howard  County Public Schools,Prentke Romich,44691,89574,,
2010,Howard  County Public Schools,HPD Communications,21114,88474,,
2010,Howard  County Public Schools,AAAffordable (EFT only),21223,88392,,
2010,Howard  County Public Schools,Azar Storage Inc.,21401,88313,,
2010,Howard  County Public Schools,Great Books Foundation,60601,87401,,
2010,Howard  County Public Schools,Bilingual Therapies,30368,87196,,
2010,Howard  County Public Schools,CampbellJones & Associates,23310,86688,,
2010,Howard  County Public Schools,Troxell Communications,20902,86564,,
2010,Howard  County Public Schools,Cavalier Telephone,20005,86555,,
2010,Howard  County Public Schools,Lab School of Washington,20007,86515,,
2010,Howard  County Public Schools,Lakeshore Equip,90895,85758,,
2010,Howard  County Public Schools,Loyola University Maryland,21045,85266,,
2010,Howard  County Public Schools,Innovative Pest Management,20833,84262,,
2010,Howard  County Public Schools,Md Public Employees,21230,84180,,
2010,Howard  County Public Schools,Beltway International Trucks,21227,83780,,
2010,Howard  County Public Schools,W W Grainger,21093,82222,,
2010,Howard  County Public Schools,E A S I,21122,81730,,
2010,Howard  County Public Schools,Baltimore County Public Schools,21209,81347,,
2010,Howard  County Public Schools,Kernan Physical Therapy,21244,81225,,
2010,Howard  County Public Schools,Handerk Site Contractors,19474,80864,,
2010,Howard  County Public Schools,Shepherd Electric Co,20705,80719,,
2010,Howard  County Public Schools,Howard County Health Department,21046,80490,,
2010,Howard  County Public Schools,Gasser Associates,20832,79975,,
2010,Howard  County Public Schools,Apple Ford,21045,79411,,
2010,Howard  County Public Schools,Wenger,550600448,79217,,
2010,Howard  County Public Schools,SECOVA,92660,77563,,
2010,Howard  County Public Schools,Innovative Learning,21117,76716,,
2010,Howard  County Public Schools,Chesapeake Speech School,21075,76423,,
2010,Howard  County Public Schools,REULING ASSOCIATES INC,21093,74793,,
2010,Howard  County Public Schools,Ready at Five Partnership,21202,74005,,
2010,Howard  County Public Schools,All County Investigation,21043,73585,,
2010,Howard  County Public Schools,Xerox,21093,73023,,
2010,Howard  County Public Schools,Comprehensive Nursing Services,21236,72771,,
2010,Howard  County Public Schools,Bob Bell Chevrolet/Nissan,21224-2125,72308,,
2010,Howard  County Public Schools,Semmes Bowen & Semmes,21201,70474,,
2010,Howard  County Public Schools,Carnegie Learning Inc,15219,70424,,
2010,Howard  County Public Schools,Lyon Financial Service,56258,70235,,
2010,Howard  County Public Schools,Herff Jones,46268,70129,,
2010,Howard  County Public Schools,Bolton Partners,21201,69663,,
2010,Howard  County Public Schools,"Carney, Kelehan, Bresler",21044,68751,,
2010,Howard  County Public Schools,Connecticut General Life Insurance,6152,68659,,
2010,Howard  County Public Schools,Baruch Transportation(EFT),21239,68369,,
2010,Howard  County Public Schools,Medical Staffing Services,21228,68129,,
2010,Howard  County Public Schools,SMG Architects,21201-5411,67763,,
2010,Howard  County Public Schools,Goodheart-Wilcox Publishers,60477-6243,67726,,
2010,Howard  County Public Schools,Gannett Fleming,21244,67532,,
2010,Howard  County Public Schools,KD Aquisition 1,30504,67319,,
2010,Howard  County Public Schools,B L Corn,21771-0135,67257,,
2010,Howard  County Public Schools,MBG Enterprises,21122,67053,,
2010,Howard  County Public Schools,Baron Stage Curtain & Equipment,212241413,66018,,
2010,Howard  County Public Schools,JC Bus Company,21045,65567,,
2010,Howard  County Public Schools,Project Lead the Way,12065,64573,,
2010,Howard  County Public Schools,Abrams & Co Publishers,78728,64420,,
2010,Howard  County Public Schools,At Last,20763,64324,,
2010,Howard  County Public Schools,MPS Healthcare,22102,64090,,
2010,Howard  County Public Schools,Cengage Learning,41051,62626,,
2010,Howard  County Public Schools,Accountants International,60693,62309,,
2010,Howard  County Public Schools,Holtzbrinck Publishers LLC,22942,61906,,
2010,Howard  County Public Schools,Peele Enterprises(EFT),20707-2669,61726,,
2010,Howard  County Public Schools,"Sherman, Norma(EFT)",20794,60551,,
2010,Howard  County Public Schools,Torchwood Transportation(EFT),21239,60425,,
2010,Howard  County Public Schools,Fleetpro,21227,60156,,
2010,Howard  County Public Schools,Kaplan,10006,60038,,
2010,Howard  County Public Schools,"Savoy, James B (EFT ONLY)",21217,59230,,
2010,Howard  County Public Schools,"Scaletta, Shirl C(EFT)",21738,58390,,
2010,Howard  County Public Schools,Columbia Auto Supply,21042,58324,,
2010,Howard  County Public Schools,Computer Associates International,15251-6355,57533,,
2010,Howard  County Public Schools,TBR(EFT),21074-2511,57316,,
2010,Howard  County Public Schools,Howard Community College,21044,57173,,
2010,Howard  County Public Schools,We Interpret.net,21762,57123,,
2010,Howard  County Public Schools,Salazar Catering Service,21075,57102,,
2010,Howard  County Public Schools,Foreman Building Commissioning,16063,56996,,
2010,Howard  County Public Schools,DC Approved Basketball Officals,20901-1621,56856,,
2010,Howard  County Public Schools,Duron Paints & Wallcovering,21029-1551,56201,,
2010,Howard  County Public Schools,"Miller, Sharon J(EFT)",21227,55421,,
2010,Howard  County Public Schools,Ram's Bus Service(EFT),21030,55264,,
2010,Howard  County Public Schools,"Bowman, Edward L",21797,54823,,
2010,Howard  County Public Schools,Turf Equipment & Supply Co,20794,54397,,
2010,Howard  County Public Schools,Janus Associates,21211,54125,,
2010,Howard  County Public Schools,Ebsco Industries,1938,53736,,
2010,Howard  County Public Schools,"Budow & Nobel,PC",20814,53586,,
2010,Howard  County Public Schools,Educators Financial Group,21044,53510,,
2010,Howard  County Public Schools,Aon Consulting,21202,53393,,
2010,Howard  County Public Schools,Washington Gas,20080,53012,,
2010,Howard  County Public Schools,Agrium Advanced Technologies,80538,52542,,
2010,Howard  County Public Schools,eSchool Solutions Inc,32804,51252,,
2010,Howard  County Public Schools,Sleepy Hollow Enterprises,17314,50521,,
2010,Howard  County Public Schools,Lange Electric Co,21230,50133,,
2010,Howard  County Public Schools,D&H Distributing,17110,49776,,
2010,Howard  County Public Schools,Norbel School,21075,49609,,
2010,Howard  County Public Schools,"Alston, Alan (EFT)",21225,49499,,
2010,Howard  County Public Schools,SunGard Public Sector Bi-Tech,95973,49116,,
2010,Howard  County Public Schools,EBL Engineers,21234-5701,48722,,
2010,Howard  County Public Schools,Howard/Carroll Offical Association,21158,48496,,
2010,Howard  County Public Schools,SLP School Staffing,30024,48404,,
2010,Howard  County Public Schools,Tip Top Transportation,21075,48118,,
2010,Howard  County Public Schools,Baltimore Brass Co,21228,47330,,
2010,Howard  County Public Schools,Harcourt Achieve,1877,47074,,
2010,Howard  County Public Schools,Hercules Fence of Maryland,20794,47010,,
2010,Howard  County Public Schools,Commercial Cabling & Sound,21030,46962,,
2010,Howard  County Public Schools,Visual Sound,19008,46909,,
2010,Howard  County Public Schools,Hot & Cold,20735,46644,,
2010,Howard  County Public Schools,E-Rate Elite Service,21117,46500,,
2010,Howard  County Public Schools,Aria Environmental,21797,45917,,
2010,Howard  County Public Schools,Teachers' Curriculum Institute,95741,45617,,
2010,Howard  County Public Schools,Daycon Products Co,20774,45527,,
2010,Howard  County Public Schools,Barnes & Noble Booksellers,10011,44306,,
2010,Howard  County Public Schools,Md School For the Blind,212364406,43990,,
2010,Howard  County Public Schools,Laurium Evaluation Group,21044,43770,,
2010,Howard  County Public Schools,Amazon.com,98108,43609,,
2010,Howard  County Public Schools,Sterling Chemical Co,21093,43280,,
2010,Howard  County Public Schools,"Armin, Eric",07436-7046,43027,,
2010,Howard  County Public Schools,Microsoft Corporation,65052,43003,,
2010,Howard  County Public Schools,Educational Tours,48842,42488,,
2010,Howard  County Public Schools,Mid Atlantic Officals Assoc,22031,41785,,
2010,Howard  County Public Schools,CIM Technology Solutions,47201,41388,,
2010,Howard  County Public Schools,Hartford Life Insurance,6089,41266,,
2010,Howard  County Public Schools,Home Health Connections,20824,41192,,
2010,Howard  County Public Schools,Whitman Requardt & Associates,21231,41073,,
2010,Howard  County Public Schools,Playground Specialists,21727,40893,,
2010,Howard  County Public Schools,Aptiris,30030,40767,,
2010,Howard  County Public Schools,Precision Small Engines,20740,39475,,
2010,Howard  County Public Schools,Teacher Created Materials,92649,39290,,
2010,Howard  County Public Schools,McCormick Paint Works Co,20851,39277,,
2010,Howard  County Public Schools,"Md, University of",21201-1531,39140,,
2010,Howard  County Public Schools,Virginia Fire Protection,20794,39111,,
2010,Howard  County Public Schools,Heinemann Library,56002-0669,38749,,
2010,Howard  County Public Schools,Comptroller of the Trsry,21411,38747,,
2010,Howard  County Public Schools,Harvey Salt Co,2122001401,37632,,
2010,Howard  County Public Schools,Compass Learning,78701,37420,,
2010,Howard  County Public Schools,SISCO,21286-5497,37000,,
2010,Howard  County Public Schools,"Peroutka, Stephen G",21122,36928,,
2010,Howard  County Public Schools,Procom,20701,36545,,
2010,Howard  County Public Schools,Washington District Football,20854,36485,,
2010,Howard  County Public Schools,Harland Technology Service,68145-0500,36475,,
2010,Howard  County Public Schools,Officemax,60563,36438,,
2010,Howard  County Public Schools,Proquest Information & Learning,48106,36351,,
2010,Howard  County Public Schools,Athelas Institute,21045,36288,,
2010,Howard  County Public Schools,George Miles & Buhr,21152,36113,,
2010,Howard  County Public Schools,United Electric Supply Co,20705,36048,,
2010,Howard  County Public Schools,MSEA - Fund For Children,21401,35984,,
2010,Howard  County Public Schools,Kirby Agri,17607,35950,,
2010,Howard  County Public Schools,Sports Supply Group,75209,35713,,
2010,Howard  County Public Schools,R F Watson Contracting,21156,35600,,
2010,Howard  County Public Schools,Metropolitan Washington,22044,35501,,
2010,Howard  County Public Schools,Perfection Learning,51546,34745,,
2010,Howard  County Public Schools,EMC,55102-4245,34719,,
2010,Howard  County Public Schools,P & H Fencing,21236,34560,,
2010,Howard  County Public Schools,Educational Rehab,20120,34488,,
2010,Howard  County Public Schools,"Cosby Trustee, Ellen W",38101838,34199,,
2010,Howard  County Public Schools,Md Centers for Psychiatry,21043,34155,,
2010,Howard  County Public Schools,Paxton Patterson,60638,33848,,
2010,Howard  County Public Schools,Howard County Administrators Assoc,21042,33825,,
2010,Howard  County Public Schools,ICAT Resources,21228,33716,,
2010,Howard  County Public Schools,United Fund of Central Md,21264-4282,33612,,
2010,Howard  County Public Schools,"Farrell, John B",21042,33575,,
2010,Howard  County Public Schools,Central MD Volleyball,21158,33442,,
2010,Howard  County Public Schools,Lego Dacta-Pitsco,66762,33412,,
2010,Howard  County Public Schools,Egypt Farms,21162,33384,,
2010,Howard  County Public Schools,Follett Educational Services,60517,32793,,
2010,Howard  County Public Schools,"Krew, Jeffrey A",21042,32724,,
2010,Howard  County Public Schools,A1 Teletronics,33742-1317,32591,,
2010,Howard  County Public Schools,C N Robinson Lighting Supply,21227,32242,,
2010,Howard  County Public Schools,Larry T Weiss Co,21075 2036,31731,,
2010,Howard  County Public Schools,"Vetter, Gerald R",38101-0580,30990,,
2010,Howard  County Public Schools,Tidewater,21046,30963,,
2010,Howard  County Public Schools,Computer Graphics,21158,30611,,
2010,Howard  County Public Schools,"Nieswiadomy, James C",14226,30555,,
2010,Howard  County Public Schools,Lutz Engineering,19810-2108,30410,,
2010,Howard  County Public Schools,KEV Group,75039,30394,,
2010,Howard  County Public Schools,Phonak Hearing Systems,60555,30372,,
2010,Howard  County Public Schools,Delta Telephone & Cabling,21114,30105,,
2010,Howard  County Public Schools,Facility Dynamics Engineering,21046,30056,,
2010,Howard  County Public Schools,MIS Sciences,91505-5046,30000,,
2010,Howard  County Public Schools,Maxim Healthcare Services,21212,29772,,
2010,Howard  County Public Schools,Crop Productions Service use V08545,80634,29714,,
2010,Howard  County Public Schools,Howard County Library,21045-4912,29503,,
2010,Howard  County Public Schools,Grandstand Design,21401,29500,,
2010,Howard  County Public Schools,CB Structures,17557,29292,,
2010,Howard  County Public Schools,"Jefferson, Michael",21045,29050,,
2010,Howard  County Public Schools,Dependable Sand & Stone,21657,29012,,
2010,Howard  County Public Schools,Pines Residential Treatment,30353-4277,28845,,
2010,Howard  County Public Schools,Psychological Assessment,33549,28755,,
2010,Howard  County Public Schools,R J McCarville Associates,19464,28647,,
2010,Howard  County Public Schools,Hillis-Carnes Engineering,20701,28531,,
2010,Howard  County Public Schools,Achieve 3000,8701,28305,,
2010,Howard  County Public Schools,Federal Reserve Bank of Cleveland,15230-0299,28100,,
2010,Howard  County Public Schools,U S Department of Education,30348-5081,28068,,
2010,Howard  County Public Schools,Select Energy Solutions,21045,27691,,
2010,Howard  County Public Schools,ADP,7068,27680,,
2010,Howard  County Public Schools,CWT Wide World Travel,19152,27355,,
2010,Howard  County Public Schools,Penniman & Browne,21209,27170,,
2010,Howard  County Public Schools,Bob McCloskey Insurance,7747,27132,,
2010,Howard  County Public Schools,Everything Medical,89133,27024,,
2010,Howard  County Public Schools,Stu's Music Shop,21157,27012,,
2010,Howard  County Public Schools,RLO Contractors,21036,26688,,
2010,Howard  County Public Schools,"Baker, Shirley M (EFT only)",21075,26436,,
2010,Howard  County Public Schools,World Book,60657,26273,,
2010,Howard  County Public Schools,Fisher Scientific Co,60133,26180,,
2010,Howard  County Public Schools,Onyx North America,606737709,26176,,
2010,Howard  County Public Schools,Nextel Communications,20191,25960,,
2010,Howard  County Public Schools,Petroleum Traders,46804-7928,25923,,
2010,Howard  County Public Schools,Standard Graphic,22207,25315,,
2010,Howard  County Public Schools,Shady Enterprises,21201,25249,,
2010,Howard  County Public Schools,Southern Lacrosse Officials,212122016,25130,,
2010,Howard  County Public Schools,Hollins Organic Products,21209,25067,,
2010,Montgomery County Public School,3M CB LLC,,,,
2010,Montgomery County Public School,3m Safety And Security Systems,,,,
2010,Montgomery County Public School,A Daigger & Company Inc,,,,
2010,Montgomery County Public School,ABC CLIO Inc,,,,
2010,Montgomery County Public School,Abdo Publishing Company,,,,
2010,Montgomery County Public School,Abilitations,,,,
2010,Montgomery County Public School,Acme Paper & Supply Co,,,,
2010,Montgomery County Public School,Adtek Engineers Inc,,,,
2010,Montgomery County Public School,Advance Food Company,,,,
2010,Montgomery County Public School,Advanced Building Performance,,,,
2010,Montgomery County Public School,Adventist HealthCare Inc,,,,
2010,Montgomery County Public School,Advoserv,,,,
2010,Montgomery County Public School,AFP Industries Inc,,,,
2010,Montgomery County Public School,Air Filter Maintenance Inc,,,,
2010,Montgomery County Public School,Aireco Supply Inc,,,,
2010,Montgomery County Public School,Alarm Security Group LLC,,,,
2010,Montgomery County Public School,Allegheny Power,,,,
2010,Montgomery County Public School,Allen & Shariff Engineering LLC,,,,
2010,Montgomery County Public School,Alvah M Squibb Co,,,,
2010,Montgomery County Public School,American Business Medical Services Inc,,,,
2010,Montgomery County Public School,American Eagle Inc,,,,
2010,Montgomery County Public School,American Environmental Supply LLC,,,,
2010,Montgomery County Public School,American Express,,,,
2010,Montgomery County Public School,American Reprographics Inc,,,,
2010,Montgomery County Public School,American Tennis Courts,,,,
2010,Montgomery County Public School,American Truck & Bus Inc,,,,
2010,Montgomery County Public School,Anaconda Sports Inc,,,,
2010,Montgomery County Public School,Angel Learning Inc,,,,
2010,Montgomery County Public School,Anne Arundel Co Public School,,,,
2010,Montgomery County Public School,AON Consulting,,,,
2010,Montgomery County Public School,Apex Companies LLC,,,,
2010,Montgomery County Public School,Apex Learning Inc,,,,
2010,Montgomery County Public School,"APNT, Inc",,,,
2010,Montgomery County Public School,Apple Computer Inc,,,,
2010,Montgomery County Public School,Ark Systems Inc,,,,
2010,Montgomery County Public School,Arts & Humanities Council Of,,,,
2010,Montgomery County Public School,Ascom Hasler Mailing Systems,,,,
2010,Montgomery County Public School,At Last Inc,,,,
2010,Montgomery County Public School,AT&T Mobility,,,,
2010,Montgomery County Public School,Atlantic Beverage Co,,,,
2010,Montgomery County Public School,Atlantic Door Control,,,,
2010,Montgomery County Public School,Atlantic Refinishing And Restoration Inc,,,,
2010,Montgomery County Public School,Atlas Tracks Inc,,,,
2010,Montgomery County Public School,Audio Visual Innovations Inc,,,,
2010,Montgomery County Public School,Audio-Video Group LLC,,,,
2010,Montgomery County Public School,Auto Hydraulics,,,,
2010,Montgomery County Public School,Automotive Support Towing,,,,
2010,Montgomery County Public School,Aztech Datasystems Inc,,,,
2010,Montgomery County Public School,B&H Photo Video Inc,,,,
2010,Montgomery County Public School,B2E Consulting Engineers,,,,
2010,Montgomery County Public School,Baker & Taylor Inc,,,,
2010,Montgomery County Public School,Baltimore County Public School,,,,
2010,Montgomery County Public School,Band Shoppe,,,,
2010,Montgomery County Public School,Banner Glass Inc,,,,
2010,Montgomery County Public School,Barnes & Noble Booksellers USA Inc,,,,
2010,Montgomery County Public School,Barnes Construction & Excavating LLC,,,,
2010,Montgomery County Public School,Bebop Books,,,,
2010,Montgomery County Public School,BeeryRio Architecture & Interiors,,,,
2010,Montgomery County Public School,Bell TechLogix Inc,,,,
2010,Montgomery County Public School,Benchmark Education Co,,,,
2010,Montgomery County Public School,Benedictine School,,,,
2010,Montgomery County Public School,Bennington School Inc,,,,
2010,Montgomery County Public School,Best Battery Company Inc,,,,
2010,Montgomery County Public School,BFPE International,,,,
2010,Montgomery County Public School,BGE,,,,
2010,Montgomery County Public School,Blackboard Connect Inc,,,,
2010,Montgomery County Public School,Blackboard Inc,,,,
2010,Montgomery County Public School,Blue Star Group Inc,,,,
2010,Montgomery County Public School,Board of Child Care of the United Methodist Church Inc,,,,
2010,Montgomery County Public School,Board Of Education Prince George's,,,,
2010,Montgomery County Public School,Bob Mccloskey Insurance,,,,
2010,Montgomery County Public School,Boland Trane Services Inc,,,,
2010,Montgomery County Public School,Bosco Associates Inc,,,,
2010,Montgomery County Public School,Bottomline Technologies,,,,
2010,Montgomery County Public School,Bowman Sales & Equipment Inc,,,,
2010,Montgomery County Public School,Bridges Transitions Co,,,,
2010,Montgomery County Public School,Briggs Ice Cream Co,,,,
2010,Montgomery County Public School,Brinjac Engineering Inc,,,,
2010,Montgomery County Public School,Building Dynamics LLC,,,,
2010,Montgomery County Public School,Burmax Company Inc,,,,
2010,Montgomery County Public School,CadenceQuest Inc,,,,
2010,Montgomery County Public School,Calico Industries Inc,,,,
2010,Montgomery County Public School,Cambridge Global Services Inc,,,,
2010,Montgomery County Public School,Campbell Ceramic Supply,,,,
2010,Montgomery County Public School,Capitol Cable Technology Inc,,,,
2010,Montgomery County Public School,Capp Inc,,,,
2010,Montgomery County Public School,Capstone Global Library LLC,,,,
2010,Montgomery County Public School,Capstone Press Inc,,,,
2010,Montgomery County Public School,Carey Sales & Services Inc,,,,
2010,Montgomery County Public School,Cargill Kitchen Solutions Inc,,,,
2010,Montgomery County Public School,"Carney, Kelehan, Bresler, Bennett & Scherr LLP",,,,
2010,Montgomery County Public School,Carolina Biological Supply Co,,,,
2010,Montgomery County Public School,Carolina Imaging,,,,
2010,Montgomery County Public School,Carpet Experts Inc,,,,
2010,Montgomery County Public School,Carrier Corporation,,,,
2010,Montgomery County Public School,CCAPS Construction LLC,,,,
2010,Montgomery County Public School,CDCI Inc,,,,
2010,Montgomery County Public School,CDW Government LLC,,,,
2010,Montgomery County Public School,Cengage Learning,,,,
2010,Montgomery County Public School,Centennial Contractors Enterprises Inc,,,,
2010,Montgomery County Public School,Central Poly Bag Corp,,,,
2010,Montgomery County Public School,Century Engineering,,,,
2010,Montgomery County Public School,Chelsea School,,,,
2010,Montgomery County Public School,Chesapeake Communications Inc,,,,
2010,Montgomery County Public School,Childcare Education Institute LLC,,,,
